timestamp,mic0,mic1,mic2,mic3
0,53.0,53.0,54.0,53.0
2,53.0,53.0,53.0,53.0
4,53.0,53.0,54.0,53.0
6,53.0,52.0,53.0,53.0
8,53.0,52.0,53.0,53.0
10,54.0,53.0,54.0,53.0
12,53.0,52.0,54.0,53.0
14,53.0,52.0,54.0,53.0
16,53.0,53.0,54.0,53.0
18,53.0,53.0,53.0,52.0
20,53.0,53.0,54.0,53.0
22,54.0,52.0,54.0,53.0
24,54.0,53.0,54.0,53.0
26,54.0,53.0,54.0,53.0
28,54.0,53.0,54.0,53.0
30,53.0,53.0,53.0,53.0
32,54.0,53.0,54.0,53.0
34,53.0,53.0,53.0,53.0
36,54.0,53.0,54.0,53.0
38,53.0,53.0,53.0,53.0
40,53.0,53.0,54.0,53.0
42,53.0,52.0,54.0,53.0
44,54.0,52.0,53.0,53.0
46,53.0,53.0,53.0,53.0
48,53.0,53.0,53.0,53.0
50,54.0,52.0,53.0,53.0
52,53.0,53.0,53.0,53.0
54,54.0,52.0,53.0,53.0
56,53.0,52.0,53.0,53.0
58,53.0,53.0,54.0,53.0
60,54.0,53.0,54.0,53.0
62,53.0,53.0,53.0,53.0
64,53.0,53.0,53.0,53.0
66,53.0,53.0,53.0,53.0
68,53.0,53.0,53.0,53.0
70,53.0,53.0,53.0,53.0
72,53.0,53.0,54.0,53.0
74,53.0,53.0,54.0,53.0
76,54.0,53.0,53.0,53.0
78,53.0,53.0,54.0,53.0
80,53.0,53.0,53.0,53.0
82,53.0,52.0,54.0,53.0
84,53.0,53.0,53.0,53.0
86,53.0,53.0,54.0,53.0
88,53.0,53.0,54.0,53.0
90,53.0,52.0,53.0,53.0
92,53.0,53.0,53.0,53.0
94,54.0,52.0,53.0,53.0
96,54.0,53.0,54.0,53.0
98,53.0,52.0,54.0,53.0
100,53.0,52.0,53.0,53.0
102,54.0,53.0,54.0,53.0
104,53.0,53.0,54.0,53.0
106,53.0,52.0,53.0,53.0
108,53.0,52.0,54.0,53.0
110,53.0,52.0,54.0,53.0
112,53.0,53.0,53.0,53.0
114,54.0,53.0,54.0,53.0
116,54.0,53.0,53.0,53.0
118,54.0,53.0,54.0,53.0
120,53.0,52.0,53.0,53.0
122,53.0,53.0,54.0,53.0
124,53.0,53.0,53.0,53.0
126,54.0,53.0,53.0,53.0
128,54.0,53.0,53.0,53.0
130,53.0,53.0,54.0,53.0
132,54.0,53.0,53.0,53.0
134,53.0,53.0,53.0,52.0
136,54.0,52.0,54.0,53.0
138,53.0,53.0,53.0,53.0
140,54.0,53.0,54.0,53.0
142,53.0,53.0,54.0,52.0
144,53.0,52.0,54.0,53.0
146,54.0,53.0,53.0,53.0
148,53.0,53.0,53.0,53.0
150,53.0,53.0,53.0,53.0
152,54.0,52.0,54.0,53.0
154,53.0,53.0,54.0,53.0
156,53.0,53.0,53.0,53.0
158,54.0,53.0,54.0,53.0
160,53.0,52.0,54.0,53.0
162,53.0,53.0,53.0,53.0
164,53.0,52.0,53.0,53.0
166,53.0,53.0,53.0,53.0
168,53.0,53.0,54.0,53.0
170,53.0,52.0,54.0,53.0
172,53.0,53.0,54.0,53.0
174,54.0,53.0,54.0,53.0
176,54.0,53.0,53.0,53.0
178,54.0,52.0,53.0,52.0
180,54.0,53.0,54.0,52.0
182,55.0,52.0,54.0,53.0
184,55.0,53.0,53.0,52.0
186,55.0,51.0,53.0,47.0
188,49.0,52.0,53.0,51.0
190,56.0,58.0,52.0,39.0
192,53.0,56.0,50.0,55.0
194,59.0,53.0,56.0,52.0
196,57.0,53.0,51.0,46.0
198,58.0,50.0,54.0,51.0
200,55.0,52.0,53.0,60.0
202,55.0,53.0,53.0,55.0
204,56.0,54.0,53.0,52.0
206,56.0,53.0,54.0,56.0
208,55.0,53.0,54.0,51.0
210,56.0,52.0,53.0,48.0
212,57.0,53.0,53.0,51.0
214,57.0,53.0,54.0,54.0
216,56.0,53.0,54.0,51.0
218,55.0,52.0,54.0,51.0
220,56.0,52.0,54.0,54.0
222,55.0,52.0,53.0,54.0
224,55.0,52.0,53.0,52.0
226,55.0,53.0,53.0,51.0
228,55.0,53.0,53.0,52.0
230,55.0,51.0,53.0,52.0
232,54.0,53.0,54.0,52.0
234,54.0,53.0,53.0,54.0
236,53.0,53.0,54.0,53.0
238,53.0,52.0,54.0,53.0
